A,Fission Yield,Z,S
158,1.7837799e-03,96,7.30141
159,1.1891600e-03,96,7.30141
160,7.4869994e-04,96,7.30141
161,4.6574998e-04,96,7.30141
162,2.8737996e-04,96,7.30141
163,1.6847001e-04,96,7.30141
164,9.9130006e-05,96,7.30141
165,5.6640000e-05,96,7.30141
166,3.0720010e-05,96,7.30141
167,1.6850001e-05,96,7.30141
168,8.8200002e-06,96,7.30141
169,4.5599998e-06,96,7.30141
170,2.2900003e-06,96,7.30141
171,1.1900001e-06,96,7.30141
172,5.8500001e-07,96,7.30141
66,1.0389332e-08,96,5.5192438309634
67,2.0878565e-08,96,5.5192438309634
68,4.1757130e-08,96,5.5192438309634
69,1.0389332e-07,96,5.5192438309634
70,2.6073237e-07,96,5.5192438309634
71,5.7441017e-07,96,5.5192438309634
72,1.0389332e-06,96,5.5192438309634
73,2.0878556e-06,96,5.5192438309634
74,4.5952818e-06,96,5.5192438309634
75,7.7220720e-06,96,5.5192438309634
76,2.0888551e-05,96,5.5192438309634
77,5.1527093e-05,96,5.5192438309634
78,1.0437284e-04,96,5.5192438309634
79,2.0427026e-04,96,5.5192438309634
80,3.6544475e-04,96,5.5192438309634
81,6.2627691e-04,96,5.5192438309634
82,1.0473645e-03,96,5.5192438309634
83,1.9078612e-03,96,5.5192438309634
84,2.6947631e-03,96,5.5192438309634
85,2.9387924e-03,96,5.5192438309634
86,4.7390135e-03,96,5.5192438309634
87,5.0768365e-03,96,5.5192438309634
88,6.1425521e-03,96,5.5192438309634
89,8.5632267e-03,96,5.5192438309634
90,1.0790791e-02,96,5.5192438309634
91,8.7930118e-03,96,5.5192438309634
92,1.2888217e-02,96,5.5192438309634
93,1.8147715e-02,96,5.5192438309634
94,1.6376953e-02,96,5.5192438309634
95,2.3487939e-02,96,5.5192438309634
96,2.8216824e-02,96,5.5192438309634
97,2.8934584e-02,96,5.5192438309634
98,3.6762000e-02,96,5.5192438309634
99,4.1653076e-02,96,5.5192438309634
100,4.9330850e-02,96,5.5192438309634
101,5.7557301e-02,96,5.5192438309634
102,5.9507354e-02,96,5.5192438309634
103,6.3217576e-02,96,5.5192438309634
104,6.7474863e-02,96,5.5192438309634
105,6.3962483e-02,96,5.5192438309634
106,5.7370087e-02,96,5.5192438309634
107,5.5736217e-02,96,5.5192438309634
108,5.7378243e-02,96,5.5192438309634
109,4.6539431e-02,96,5.5192438309634
110,4.7186602e-02,96,5.5192438309634
111,4.0062231e-02,96,5.5192438309634
112,3.0032134e-02,96,5.5192438309634
113,2.0372422e-02,96,5.5192438309634
114,1.0926650e-02,96,5.5192438309634
115,5.5896819e-03,96,5.5192438309634
116,2.1642383e-03,96,5.5192438309634
117,1.4298619e-03,96,5.5192438309634
118,8.4508222e-04,96,5.5192438309634
119,5.2560035e-04,96,5.5192438309634
120,3.7100897e-04,96,5.5192438309634
121,3.1101070e-04,96,5.5192438309634
122,5.3256314e-04,96,5.5192438309634
123,6.3239068e-04,96,5.5192438309634
124,7.0941161e-04,96,5.5192438309634
125,9.3407093e-04,96,5.5192438309634
126,1.6182480e-03,96,5.5192438309634
127,4.8584518e-03,96,5.5192438309634
128,6.5101552e-03,96,5.5192438309634
129,1.2692807e-02,96,5.5192438309634
130,1.8484258e-02,96,5.5192438309634
131,2.9126166e-02,96,5.5192438309634
132,4.1803195e-02,96,5.5192438309634
133,5.4622582e-02,96,5.5192438309634
134,7.0934287e-02,96,5.5192438309634
135,6.7934041e-02,96,5.5192438309634
137,6.2134344e-02,96,5.5192438309634
138,6.1674676e-02,96,5.5192438309634
139,5.8373023e-02,96,5.5192438309634
140,5.5111628e-02,96,5.5192438309634
141,5.1544591e-02,96,5.5192438309634
142,4.7263765e-02,96,5.5192438309634
143,4.4127254e-02,96,5.5192438309634
144,4.2944833e-02,96,5.5192438309634
145,3.0329591e-02,96,5.5192438309634
146,2.7515097e-02,96,5.5192438309634
147,2.4355923e-02,96,5.5192438309634
148,2.3136741e-02,96,5.5192438309634
149,1.9483421e-02,96,5.5192438309634
150,1.8162932e-02,96,5.5192438309634
151,1.3471397e-02,96,5.5192438309634
152,1.2215038e-02,96,5.5192438309634
153,1.2938824e-02,96,5.5192438309634
154,8.9159945e-03,96,5.5192438309634
155,6.9560078e-03,96,5.5192438309634
156,4.3244187e-03,96,5.5192438309634
157,4.4753345e-03,96,5.5192438309634
158,3.2805613e-03,96,5.5192438309634
159,2.2882905e-03,96,5.5192438309634
160,1.7934385e-03,96,5.5192438309634
161,1.1947732e-03,96,5.5192438309634
162,7.9584283e-04,96,5.5192438309634
163,5.4675855e-04,96,5.5192438309634
164,2.4908423e-04,96,5.5192438309634
165,1.0892816e-04,96,5.5192438309634
166,4.4554253e-05,96,5.5192438309634
167,2.2277131e-05,96,5.5192438309634
168,1.3166482e-05,96,5.5192438309634
169,5.9738665e-06,96,5.5192438309634
170,2.9369838e-06,96,5.5192438309634
171,1.7182362e-06,96,5.5192438309634
172,8.0017838e-07,96,5.5192438309634
66,4.1100004e-08,96,6.958912
67,7.5300007e-08,96,6.958912
68,1.4000001e-07,96,6.958912
69,2.9100004e-07,96,6.958912
70,5.7200010e-07,96,6.958912
71,1.1000001e-06,96,6.958912
72,2.3100005e-06,96,6.958912
73,4.5100003e-06,96,6.958912
74,8.6300004e-06,96,6.958912
75,1.6050001e-05,96,6.958912
76,3.0120003e-05,96,6.958912
77,5.3130002e-05,96,6.958912
78,9.4320012e-05,96,6.958912
79,1.6057002e-04,96,6.958912
80,2.7108005e-04,96,6.958912
81,4.3153000e-04,96,6.958912
82,6.8418006e-04,96,6.958912
83,1.0024900e-03,96,6.958912
84,1.6334502e-03,96,6.958912
85,2.3078302e-03,96,6.958912
86,3.2421402e-03,96,6.958912
87,4.5651299e-03,96,6.958912
88,6.2073501e-03,96,6.958912
89,8.0853810e-03,96,6.958912
90,1.0044332e-02,96,6.958912
91,1.3039792e-02,96,6.958912
92,1.6105991e-02,96,6.958912
93,1.9471000e-02,96,6.958912
94,2.2139122e-02,96,6.958912
95,2.3271085e-02,96,6.958912
96,2.9091382e-02,96,6.958912
97,3.3077642e-02,96,6.958912
98,3.8198680e-02,96,6.958912
99,4.3081266e-02,96,6.958912
100,4.9083355e-02,96,6.958912
101,5.4091271e-02,96,6.958912
102,6.0105298e-02,96,6.958912
103,6.4114782e-02,96,6.958912
104,6.7234730e-02,96,6.958912
105,6.8089416e-02,96,6.958912
106,6.6111542e-02,96,6.958912
107,6.2104787e-02,96,6.958912
108,5.5101965e-02,96,6.958912
109,4.7069858e-02,96,6.958912
110,3.8064936e-02,96,6.958912
111,2.9049007e-02,96,6.958912
112,2.1050189e-02,96,6.958912
113,1.5035850e-02,96,6.958912
114,1.0023901e-02,96,6.958912
115,6.5109800e-03,96,6.958912
116,4.0095600e-03,96,6.958912
117,2.5042303e-03,96,6.958912
118,1.5035902e-03,96,6.958912
119,9.8234016e-04,96,6.958912
120,7.0166997e-04,96,6.958912
121,5.7194003e-04,96,6.958912
122,5.6193996e-04,96,6.958912
123,6.4226004e-04,96,6.958912
124,8.6003007e-04,96,6.958912
125,1.1737401e-03,96,6.958912
126,2.0751497e-03,96,6.958912
127,3.4704600e-03,96,6.958912
128,5.5334414e-03,96,6.958912
129,8.7270612e-03,96,6.958912
130,1.2893211e-02,96,6.958912
131,1.8886963e-02,96,6.958912
132,2.6772563e-02,96,6.958912
133,3.4792932e-02,96,6.958912
134,4.3788952e-02,96,6.958912
135,5.2738261e-02,96,6.958912
136,6.2154750e-02,96,6.958912
137,6.5159686e-02,96,6.958912
138,6.7790527e-02,96,6.958912
139,6.7619380e-02,96,6.958912
140,6.5622407e-02,96,6.958912
141,5.9292722e-02,96,6.958912
142,5.5783934e-02,96,6.958912
143,4.9741977e-02,96,6.958912
144,4.6731612e-02,96,6.958912
145,3.9763879e-02,96,6.958912
146,3.4791521e-02,96,6.958912
147,3.0815354e-02,96,6.958912
148,2.6777449e-02,96,6.958912
149,2.2806482e-02,96,6.958912
150,1.9899160e-02,96,6.958912
151,1.6856789e-02,96,6.958912
152,1.3882071e-02,96,6.958912
153,1.0907340e-02,96,6.958912
154,8.4981213e-03,96,6.958912
155,6.9318213e-03,96,6.958912
156,4.8416300e-03,96,6.958912
157,3.5571103e-03,96,6.958912
158,2.4702204e-03,96,6.958912
159,1.7785602e-03,96,6.958912
160,1.1864301e-03,96,6.958912
161,7.6083010e-04,96,6.958912
162,4.8416005e-04,96,6.958912
163,3.0631005e-04,96,6.958912
164,1.8774004e-04,96,6.958912
165,1.0907001e-04,96,6.958912
166,6.2250005e-05,96,6.958912
167,3.5569997e-05,96,6.958912
168,1.8770002e-05,96,6.958912
169,9.8800011e-06,96,6.958912
170,5.4400006e-06,96,6.958912
171,2.7700006e-06,96,6.958912
172,1.3800001e-06,96,6.958912
66,2.0800000e-08,96,6.712
67,3.6600003e-08,96,6.712
68,6.8300002e-08,96,6.712
69,1.2900001e-07,96,6.712
70,2.5800002e-07,96,6.712
71,5.2500009e-07,96,6.712
72,1.0900001e-06,96,6.712
73,2.0800006e-06,96,6.712
74,3.9600002e-06,96,6.712
75,7.6200012e-06,96,6.712
76,1.3860002e-05,96,6.712
77,2.5810005e-05,96,6.712
78,4.6520003e-05,96,6.712
79,8.0200013e-05,96,6.712
80,1.3878001e-04,96,6.712
81,2.2777005e-04,96,6.712
82,3.6653005e-04,96,6.712
83,5.7603003e-04,96,6.712
84,9.2479006e-04,96,6.712
85,1.2940401e-03,96,6.712
86,1.9004106e-03,96,6.712
87,2.8108104e-03,96,6.712
88,3.8574000e-03,96,6.712
89,5.2687797e-03,96,6.712
90,6.7751309e-03,96,6.712
91,8.7613299e-03,96,6.712
92,1.0964031e-02,96,6.712
93,1.4413561e-02,96,6.712
94,1.7179951e-02,96,6.712
95,2.0524098e-02,96,6.712
96,2.2961727e-02,96,6.712
97,2.6894267e-02,96,6.712
98,3.0947677e-02,96,6.712
99,3.5946003e-02,96,6.712
100,4.0850706e-02,96,6.712
101,4.6757932e-02,96,6.712
102,5.3726962e-02,96,6.712
103,5.9704774e-02,96,6.712
104,6.4996680e-02,96,6.712
105,6.8797086e-02,96,6.712
106,6.9639482e-02,96,6.712
107,6.7649787e-02,96,6.712
108,6.3696204e-02,96,6.712
109,5.7867755e-02,96,6.712
110,4.9742498e-02,96,6.712
111,4.0788844e-02,96,6.712
112,3.1835197e-02,96,6.712
113,2.3876388e-02,96,6.712
114,1.6876182e-02,96,6.712
115,1.0943341e-02,96,6.712
116,7.3461008e-03,96,6.712
117,4.5763105e-03,96,6.712
118,2.7796103e-03,96,6.712
119,1.6876202e-03,96,6.712
120,1.0919901e-03,96,6.712
121,7.2473002e-04,96,6.712
122,5.7405012e-04,96,6.712
123,5.5423002e-04,96,6.712
124,6.6334012e-04,96,6.712
125,8.7341013e-04,96,6.712
126,1.4817502e-03,96,6.712
127,2.3788802e-03,96,6.712
128,3.9507701e-03,96,6.712
129,6.3441100e-03,96,6.712
130,9.9132113e-03,96,6.712
131,1.4869002e-02,96,6.712
132,2.0815712e-02,96,6.712
133,2.8828217e-02,96,6.712
134,3.7983078e-02,96,6.712
135,4.6966074e-02,96,6.712
136,5.7561343e-02,96,6.712
137,6.3636444e-02,96,6.712
138,6.7461413e-02,96,6.712
139,6.9731030e-02,96,6.712
140,6.8643628e-02,96,6.712
141,6.6174298e-02,96,6.712
142,6.0943663e-02,96,6.712
143,5.5870224e-02,96,6.712
144,5.0543908e-02,96,6.712
145,4.2751626e-02,96,6.712
146,3.7764207e-02,96,6.712
147,3.2795229e-02,96,6.712
148,2.7854291e-02,96,6.712
149,2.3790987e-02,96,6.712
150,2.0816765e-02,96,6.712
151,1.6850821e-02,96,6.712
152,1.3877142e-02,96,6.712
153,1.1894691e-02,96,6.712
154,9.4166507e-03,96,6.712
155,7.3789607e-03,96,6.712
156,5.6292604e-03,96,6.712
157,4.1478807e-03,96,6.712
158,3.0615306e-03,96,6.712
159,2.1727005e-03,96,6.712
160,1.4814201e-03,96,6.712
161,9.8759007e-04,96,6.712
162,6.5181015e-04,96,6.712
163,4.1479002e-04,96,6.712
164,2.5676998e-04,96,6.712
165,1.5860001e-04,96,6.712
166,9.4810003e-05,96,6.712
167,5.4320002e-05,96,6.712
168,3.0619998e-05,96,6.712
169,1.6790001e-05,96,6.712
170,9.1800005e-06,96,6.712
171,4.8399971e-06,96,6.712
172,2.4699999e-06,96,6.712
66,1.1296047e-08,90,6.940411
67,3.8986357e-08,90,6.940411
68,1.4294999e-07,90,6.940411
69,3.2988453e-07,90,6.940411
70,6.5377129e-07,90,6.940411
71,1.6594190e-06,90,6.940411
72,4.1385516e-06,90,6.940411
73,6.2078290e-06,90,6.940411
74,1.1535965e-05,90,6.940411
75,2.8340083e-05,90,6.940411
76,6.7366436e-05,90,6.940411
77,1.1760885e-04,90,6.940411
78,3.5267665e-04,90,6.940411
79,7.6846114e-04,90,6.940411
80,1.9414512e-03,90,6.940411
81,4.6967069e-03,90,6.940411
82,1.0750499e-02,90,6.940411
83,2.1685212e-02,90,6.940411
84,4.0246890e-02,90,6.940411
85,4.1659709e-02,90,6.940411
86,6.5852972e-02,90,6.940411
87,7.0711191e-02,90,6.940411
88,7.2579332e-02,90,6.940411
89,7.4652045e-02,90,6.940411
90,7.9212865e-02,90,6.940411
91,7.3614170e-02,90,6.940411
92,6.9179788e-02,90,6.940411
93,6.6949379e-02,90,6.940411
94,5.5610501e-02,90,6.940411
95,5.6506894e-02,90,6.940411
96,4.7750941e-02,90,6.940411
97,4.4239514e-02,90,6.940411
98,3.6787560e-02,90,6.940411
99,2.9430298e-02,90,6.940411
100,1.3701587e-02,90,6.940411
101,7.1329251e-03,90,6.940411
102,3.6767636e-03,90,6.940411
103,1.5540655e-03,90,6.940411
104,9.0281408e-04,90,6.940411
105,5.1462996e-04,90,6.940411
106,4.8544016e-04,90,6.940411
107,5.1057136e-04,90,6.940411
108,6.1325541e-04,90,6.940411
109,6.6191834e-04,90,6.940411
110,7.0972171e-04,90,6.940411
111,7.1593963e-04,90,6.940411
112,7.8235631e-04,90,6.940411
113,7.8038707e-04,90,6.940411
114,7.3397328e-04,90,6.940411
115,7.6976070e-04,90,6.940411
116,7.3775199e-04,90,6.940411
117,7.3796177e-04,90,6.940411
118,6.3258869e-04,90,6.940411
119,5.7189991e-04,90,6.940411
120,5.4307997e-04,90,6.940411
121,4.8803928e-04,90,6.940411
122,3.6514222e-04,90,6.940411
123,2.9343730e-04,90,6.940411
124,2.6465739e-04,90,6.940411
125,3.2942476e-04,90,6.940411
126,4.8112166e-04,90,6.940411
127,1.0131957e-03,90,6.940411
128,1.8253513e-03,90,6.940411
129,2.5198787e-03,90,6.940411
130,9.4525132e-03,90,6.940411
131,1.6203821e-02,90,6.940411
132,2.9678175e-02,90,6.940411
133,4.0448038e-02,90,6.940411
134,5.3499229e-02,90,6.940411
135,5.5268508e-02,90,6.940411
136,5.6195026e-02,90,6.940411
137,5.8374145e-02,90,6.940411
138,6.4475661e-02,90,6.940411
139,7.0941419e-02,90,6.940411
140,7.8751232e-02,90,6.940411
141,7.4612507e-02,90,6.940411
142,6.5380933e-02,90,6.940411
143,6.6448795e-02,90,6.940411
144,7.9133303e-02,90,6.940411
145,5.3367968e-02,90,6.940411
146,4.5527397e-02,90,6.940411
147,2.9776206e-02,90,6.940411
148,2.0045448e-02,90,6.940411
149,1.0832621e-02,90,6.940411
150,5.6178047e-03,90,6.940411
151,4.2896516e-03,90,6.940411
152,7.5518578e-04,90,6.940411
153,3.0998154e-04,90,6.940411
154,6.8735943e-05,90,6.940411
155,3.6157352e-05,90,6.940411
156,2.6890590e-05,90,6.940411
157,9.3167408e-06,90,6.940411
158,4.6383779e-06,90,6.940411
159,9.7665832e-07,90,6.940411
160,6.9175803e-07,90,6.940411
161,1.4494929e-07,90,6.940411
162,7.9772097e-08,90,6.940411
163,4.6383774e-08,90,6.940411
164,2.0392869e-08,90,6.940411
165,3.5287650e-09,90,6.940411
166,1.3795167e-09,90,6.940411
167,9.7665906e-10,90,6.940411
168,5.2981498e-10,90,6.940411
169,2.6890605e-10,90,6.940411
170,1.0696260e-10,90,6.940411
171,4.6383612e-11,90,6.940411
172,2.3891617e-11,90,6.940411
66,1.2917760e-06,90,20.440411
67,2.2499203e-06,90,20.440411
68,6.6786418e-06,90,20.440411
69,1.4679390e-05,90,20.440411
70,2.6041097e-05,90,20.440411
71,5.3272109e-05,90,20.440411
72,7.9073295e-05,90,20.440411
73,1.6171184e-04,90,20.440411
74,3.0343507e-04,90,20.440411
75,5.3271391e-04,90,20.440411
76,8.9077677e-04,90,20.440411
77,1.2723531e-03,90,20.440411
78,2.4974308e-03,90,20.440411
79,4.1387870e-03,90,20.440411
80,6.7684459e-03,90,20.440411
81,1.0012039e-02,90,20.440411
82,1.3817684e-02,90,20.440411
83,1.7421637e-02,90,20.440411
84,1.1815921e-02,90,20.440411
85,5.6853865e-02,90,20.440411
86,5.2717215e-02,90,20.440411
87,4.9792612e-02,90,20.440411
88,5.0862973e-02,90,20.440411
89,5.8428217e-02,90,20.440411
90,6.5622076e-02,90,20.440411
91,6.0908954e-02,90,20.440411
92,5.4570422e-02,90,20.440411
93,5.4175042e-02,90,20.440411
94,5.5709113e-02,90,20.440411
95,5.0377033e-02,90,20.440411
96,3.8337760e-02,90,20.440411
97,3.4285013e-02,90,20.440411
98,2.6973483e-02,90,20.440411
99,2.0811367e-02,90,20.440411
100,1.5878264e-02,90,20.440411
101,1.3636544e-02,90,20.440411
102,1.0055274e-02,90,20.440411
103,8.8973599e-03,90,20.440411
104,9.4921763e-03,90,20.440411
105,1.0993442e-02,90,20.440411
106,1.2047506e-02,90,20.440411
107,1.1829332e-02,90,20.440411
108,1.2835334e-02,90,20.440411
109,1.4149252e-02,90,20.440411
110,1.3947821e-02,90,20.440411
111,1.3089208e-02,90,20.440411
112,1.4592445e-02,90,20.440411
113,1.2832730e-02,90,20.440411
114,1.2524526e-02,90,20.440411
115,1.2789351e-02,90,20.440411
116,1.1764785e-02,90,20.440411
117,1.3181217e-02,90,20.440411
118,1.1181352e-02,90,20.440411
119,1.0356110e-02,90,20.440411
120,9.7969925e-03,90,20.440411
121,9.5216910e-03,90,20.440411
122,8.5104987e-03,90,20.440411
123,7.4804004e-03,90,20.440411
124,8.0005261e-03,90,20.440411
125,6.6552836e-03,90,20.440411
126,8.7890739e-03,90,20.440411
127,1.0842762e-02,90,20.440411
128,1.1656497e-02,90,20.440411
129,1.2275120e-02,90,20.440411
130,2.4582403e-02,90,20.440411
131,2.8291930e-02,90,20.440411
132,3.4446924e-02,90,20.440411
133,4.6717617e-02,90,20.440411
134,6.6112100e-02,90,20.440411
135,5.2812493e-02,90,20.440411
136,6.4230261e-02,90,20.440411
137,5.7024731e-02,90,20.440411
138,5.8063125e-02,90,20.440411
139,5.9176128e-02,90,20.440411
140,6.0367974e-02,90,20.440411
141,6.1590061e-02,90,20.440411
142,5.3913085e-02,90,20.440411
143,5.1548944e-02,90,20.440411
144,4.2369877e-02,90,20.440411
145,2.6719982e-02,90,20.440411
146,2.4717414e-02,90,20.440411
147,1.8728627e-02,90,20.440411
148,1.0714441e-02,90,20.440411
149,8.1838484e-03,90,20.440411
150,4.1245170e-03,90,20.440411
151,2.2109016e-03,90,20.440411
152,1.2993895e-03,90,20.440411
153,8.9963390e-04,90,20.440411
154,5.5410426e-04,90,20.440411
155,3.1792834e-04,90,20.440411
156,1.8391967e-04,90,20.440411
157,1.0657905e-04,90,20.440411
158,6.2757745e-05,90,20.440411
159,4.5700419e-05,90,20.440411
160,1.7319958e-05,90,20.440411
161,1.0624343e-05,90,20.440411
162,5.1221084e-06,90,20.440411
163,2.5670955e-06,90,20.440411
164,1.3244909e-06,90,20.440411
165,7.2949348e-07,90,20.440411
166,2.9835460e-07,90,20.440411
167,1.6026930e-07,90,20.440411
168,8.0248287e-08,90,20.440411
169,3.8942917e-08,90,20.440411
170,1.7478569e-08,90,20.440411
171,8.2197246e-09,90,20.440411
172,3.8358097e-09,90,20.440411
